Label,IPLength,IPHeaderLength,TTL,Protocol,SourcePort,DestPort,SequenceNumber,AckNumber,WindowSize,TCPHeaderLength,TCPLength,TCPStream,TCPUrgentPointer,IPFlags,IPID,IPchecksum,TCPflags,TCPChecksum
TCP_Camera,142,20,64,6,55778,443,208155,5033,2529,32,90,2,0,0x02,0x3114,0x6893,0x0018,0x1780
TCP_Camera,142,20,64,6,45739,443,207075,4959,2529,32,90,0,0,0x02,0xd6d5,0x32c0,0x0018,0x3cb2
TCP_Camera,142,20,64,6,55778,443,208245,5033,2529,32,90,2,0,0x02,0x3115,0x6892,0x0018,0x7339
TCP_Camera,142,20,64,6,45739,443,207165,4959,2529,32,90,0,0,0x02,0xd6d6,0x32bf,0x0018,0xd217
TCP_Camera,142,20,64,6,55778,443,208335,5033,2529,32,90,2,0,0x02,0x3116,0x6891,0x0018,0x1d53
TCP_Camera,142,20,64,6,45739,443,207255,4959,2529,32,90,0,0,0x02,0xd6d7,0x32be,0x0018,0xe8cb
TCP_Camera,142,20,64,6,55778,443,208425,5033,2529,32,90,2,0,0x02,0x3117,0x6890,0x0018,0x8340
TCP_Camera,142,20,64,6,45739,443,207345,4959,2529,32,90,0,0,0x02,0xd6d8,0x32bd,0x0018,0xc429
TCP_Camera,52,20,64,6,45739,443,207435,5033,2529,32,0,0,0,0x02,0xd6d9,0x3316,0x0010,0x40f1
TCP_Camera,142,20,64,6,55778,443,208515,5033,2529,32,90,2,0,0x02,0x3118,0x688f,0x0018,0x7e81
TCP_Camera,142,20,64,6,45739,443,207435,5033,2529,32,90,0,0,0x02,0xd6da,0x32bb,0x0018,0x79a6
TCP_Camera,142,20,64,6,55778,443,208605,5033,2529,32,90,2,0,0x02,0x3119,0x688e,0x0018,0x719b
TCP_Camera,142,20,64,6,45739,443,207525,5033,2529,32,90,0,0,0x02,0xd6db,0x32ba,0x0018,0xe868
TCP_Camera,142,20,64,6,55778,443,208695,5033,2529,32,90,2,0,0x02,0x311a,0x688d,0x0018,0x4d38
TCP_Camera,142,20,64,6,45739,443,207615,5033,2529,32,90,0,0,0x02,0xd6dc,0x32b9,0x0018,0x820d
TCP_Camera,52,20,64,6,55778,443,208785,5107,2529,32,0,2,0,0x02,0x311b,0x68e6,0x0010,0x6062
TCP_Camera,142,20,64,6,55778,443,208785,5107,2529,32,90,2,0,0x02,0x311c,0x688b,0x0018,0x580b
TCP_Camera,142,20,64,6,45739,443,207705,5033,2529,32,90,0,0,0x02,0xd6dd,0x32b8,0x0018,0x28c6
TCP_Camera,142,20,64,6,55778,443,208875,5107,2529,32,90,2,0,0x02,0x311d,0x688a,0x0018,0x8620
TCP_Camera,142,20,64,6,45739,443,207795,5033,2529,32,90,0,0,0x02,0xd6de,0x32b7,0x0018,0xecbb
TCP_Camera,142,20,64,6,55778,443,208965,5107,2529,32,90,2,0,0x02,0x311e,0x6889,0x0018,0x39ee
TCP_Camera,142,20,64,6,45739,443,207885,5033,2529,32,90,0,0,0x02,0xd6df,0x32b6,0x0018,0x63e6
TCP_Camera,60,20,64,6,53528,5104,0,0,5840,40,0,141,0,0x02,0x5504,0x39d6,0x0002,0x5887
TCP_Camera,142,20,64,6,55778,443,209055,5107,2529,32,90,2,0,0x02,0x311f,0x6888,0x0018,0x3069
TCP_Camera,142,20,64,6,45739,443,207975,5033,2529,32,90,0,0,0x02,0xd6e0,0x32b5,0x0018,0x5eef
TCP_Camera,142,20,64,6,55778,443,209145,5107,2529,32,90,2,0,0x02,0x3120,0x6887,0x0018,0x6edf
TCP_Camera,142,20,64,6,45739,443,208065,5033,2529,32,90,0,0,0x02,0xd6e1,0x32b4,0x0018,0x3a90
TCP_Camera,142,20,64,6,55778,443,209235,5107,2529,32,90,2,0,0x02,0x3121,0x6886,0x0018,0x2198
TCP_Camera,142,20,64,6,45739,443,208155,5033,2529,32,90,0,0,0x02,0xd6e2,0x32b3,0x0018,0x9195
TCP_Camera,142,20,64,6,55778,443,209325,5107,2529,32,90,2,0,0x02,0x3122,0x6885,0x0018,0x8ec1
TCP_Camera,142,20,64,6,45739,443,208245,5033,2529,32,90,0,0,0x02,0xd6e3,0x32b2,0x0018,0x22e7
TCP_Camera,142,20,64,6,55778,443,209415,5107,2529,32,90,2,0,0x02,0x3123,0x6884,0x0018,0xa454
TCP_Camera,142,20,64,6,45739,443,208335,5033,2529,32,90,0,0,0x02,0xd6e4,0x32b1,0x0018,0xb3ad
TCP_Camera,142,20,64,6,55778,443,209505,5107,2529,32,90,2,0,0x02,0x3124,0x6883,0x0018,0xe03f
TCP_Camera,142,20,64,6,45739,443,208425,5033,2529,32,90,0,0,0x02,0xd6e5,0x32b0,0x0018,0x1860
TCP_Camera,142,20,64,6,55778,443,209595,5107,2529,32,90,2,0,0x02,0x3125,0x6882,0x0018,0xbc6f
TCP_Camera,142,20,64,6,45739,443,208515,5033,2529,32,90,0,0,0x02,0xd6e6,0x32af,0x0018,0xb0d8
TCP_Camera,142,20,64,6,55778,443,209685,5107,2529,32,90,2,0,0x02,0x3126,0x6881,0x0018,0x78af
TCP_Camera,142,20,64,6,45739,443,208605,5033,2529,32,90,0,0,0x02,0xd6e7,0x32ae,0x0018,0x67d9
TCP_Camera,142,20,64,6,55778,443,209775,5107,2529,32,90,2,0,0x02,0x3127,0x6880,0x0018,0x9add
TCP_Camera,142,20,64,6,45739,443,208695,5033,2529,32,90,0,0,0x02,0xd6e8,0x32ad,0x0018,0x1c39
TCP_Camera,142,20,64,6,55778,443,209865,5107,2529,32,90,2,0,0x02,0x3128,0x687f,0x0018,0x5710
TCP_Camera,142,20,64,6,45739,443,208785,5033,2529,32,90,0,0,0x02,0xd6e9,0x32ac,0x0018,0xcc1b
TCP_Camera,142,20,64,6,55778,443,209955,5107,2529,32,90,2,0,0x02,0x3129,0x687e,0x0018,0x5c9d
TCP_Camera,286,20,64,6,55778,443,210045,5107,2529,32,234,2,0,0x02,0x312a,0x67ed,0x0018,0x2d5d
TCP_Camera,142,20,64,6,45739,443,208875,5033,2529,32,90,0,0,0x02,0xd6ea,0x32ab,0x0018,0x4a87
TCP_Camera,142,20,64,6,55778,443,210279,5107,2529,32,90,2,0,0x02,0x312b,0x687c,0x0018,0x672c
TCP_Camera,142,20,64,6,45739,443,208965,5033,2529,32,90,0,0,0x02,0xd6eb,0x32aa,0x0018,0x0354
TCP_Camera,142,20,64,6,55778,443,210369,5107,2529,32,90,2,0,0x02,0x312c,0x687b,0x0018,0xfe98
TCP_Camera,142,20,64,6,45739,443,209055,5033,2529,32,90,0,0,0x02,0xd6ec,0x32a9,0x0018,0xcb47
TCP_Camera,142,20,64,6,55778,443,210459,5107,2529,32,90,2,0,0x02,0x312d,0x687a,0x0018,0x98bf
TCP_Camera,142,20,64,6,45739,443,209145,5033,2529,32,90,0,0,0x02,0xd6ed,0x32a8,0x0018,0x3727
TCP_Camera,142,20,64,6,55778,443,210549,5107,2529,32,90,2,0,0x02,0x312e,0x6879,0x0018,0x89ad
TCP_Camera,142,20,64,6,45739,443,209235,5033,2529,32,90,0,0,0x02,0xd6ee,0x32a7,0x0018,0x32ae
TCP_Camera,142,20,64,6,55778,443,210639,5107,2529,32,90,2,0,0x02,0x312f,0x6878,0x0018,0xdd18
TCP_Camera,142,20,64,6,45739,443,209325,5033,2529,32,90,0,0,0x02,0xd6ef,0x32a6,0x0018,0xb2f1
TCP_Camera,142,20,64,6,55778,443,210729,5107,2529,32,90,2,0,0x02,0x3130,0x6877,0x0018,0xac8d
TCP_Camera,142,20,64,6,45739,443,209415,5033,2529,32,90,0,0,0x02,0xd6f0,0x32a5,0x0018,0x7f06
TCP_Camera,142,20,64,6,45739,443,209505,5033,2529,32,90,0,0,0x02,0xd6f1,0x32a4,0x0018,0x3f71
TCP_Camera,142,20,64,6,55778,443,210819,5107,2529,32,90,2,0,0x02,0x3131,0x6876,0x0018,0xcf38
TCP_Camera,142,20,64,6,45739,443,209595,5033,2529,32,90,0,0,0x02,0xd6f2,0x32a3,0x0018,0x5088
TCP_Camera,60,20,64,6,53544,5104,0,0,5840,40,0,144,0,0x02,0x7589,0x1951,0x0002,0x24dd
TCP_Camera,142,20,64,6,55778,443,210909,5107,2529,32,90,2,0,0x02,0x3132,0x6875,0x0018,0x15d5
TCP_Camera,142,20,64,6,45739,443,209685,5033,2529,32,90,0,0,0x02,0xd6f3,0x32a2,0x0018,0x1ed8
TCP_Camera,60,20,64,6,38692,3475,0,0,5840,40,0,145,0,0x02,0x838d,0x3c25,0x0002,0xab23
TCP_Camera,142,20,64,6,55778,443,210999,5107,2529,32,90,2,0,0x02,0x3133,0x6874,0x0018,0x7825
TCP_Camera,142,20,64,6,45739,443,209775,5033,2529,32,90,0,0,0x02,0xd6f4,0x32a1,0x0018,0x46dc
TCP_Camera,142,20,64,6,55778,443,211089,5107,2529,32,90,2,0,0x02,0x3134,0x6873,0x0018,0x9811
TCP_Camera,286,20,64,6,45739,443,209865,5033,2529,32,234,0,0,0x02,0xd6f5,0x3210,0x0018,0x219d
TCP_Camera,142,20,64,6,45739,443,210099,5033,2529,32,90,0,0,0x02,0xd6f6,0x329f,0x0018,0x1018
TCP_Camera,60,20,64,6,53544,5104,0,0,5840,40,0,144,0,0x02,0x758a,0x1950,0x0002,0x21ed
TCP_Camera,142,20,64,6,55778,443,211179,5107,2529,32,90,2,0,0x02,0x3135,0x6872,0x0018,0x7da0
TCP_Camera,142,20,64,6,45739,443,210189,5033,2529,32,90,0,0,0x02,0xd6f7,0x329e,0x0018,0x6911
TCP_Camera,60,20,64,6,38692,3475,0,0,5840,40,0,145,0,0x02,0x838e,0x3c24,0x0002,0xa833
TCP_Camera,142,20,64,6,55778,443,211269,5107,2529,32,90,2,0,0x02,0x3136,0x6871,0x0018,0x1ea2
TCP_Camera,142,20,64,6,45739,443,210279,5033,2529,32,90,0,0,0x02,0xd6f8,0x329d,0x0018,0xe521
TCP_Camera,142,20,64,6,55778,443,211359,5107,2529,32,90,2,0,0x02,0x3137,0x6870,0x0018,0x4abe
TCP_Camera,142,20,64,6,55778,443,211449,5107,2529,32,90,2,0,0x02,0x3138,0x686f,0x0018,0x6126
TCP_Camera,142,20,64,6,45739,443,210369,5033,2529,32,90,0,0,0x02,0xd6f9,0x329c,0x0018,0xd2e0
TCP_Camera,52,20,64,6,45739,443,210459,5107,2529,32,0,0,0,0x02,0xd6fa,0x32f5,0x0010,0xa70b
TCP_Camera,142,20,64,6,55778,443,211539,5107,2529,32,90,2,0,0x02,0x3139,0x686e,0x0018,0x4622
TCP_Camera,142,20,64,6,45739,443,210459,5107,2529,32,90,0,0,0x02,0xd6fb,0x329a,0x0018,0x596b
TCP_Camera,142,20,64,6,55778,443,211629,5107,2529,32,90,2,0,0x02,0x313a,0x686d,0x0018,0x5033
TCP_Camera,142,20,64,6,45739,443,210549,5107,2529,32,90,0,0,0x02,0xd6fc,0x3299,0x0018,0xe30b
TCP_Camera,60,20,64,6,53544,5104,0,0,5840,40,0,144,0,0x02,0x758b,0x194f,0x0002,0x1c0d
TCP_Camera,142,20,64,6,55778,443,211719,5107,2529,32,90,2,0,0x02,0x313b,0x686c,0x0018,0x8d10
TCP_Camera,142,20,64,6,45739,443,210639,5107,2529,32,90,0,0,0x02,0xd6fd,0x3298,0x0018,0x0400
TCP_Camera,60,20,64,6,38692,3475,0,0,5840,40,0,145,0,0x02,0x838f,0x3c23,0x0002,0xa253
TCP_Camera,52,20,64,6,55778,443,211809,5181,2529,32,0,2,0,0x02,0x313c,0x68c5,0x0010,0xc67f
TCP_Camera,142,20,64,6,55778,443,211809,5181,2529,32,90,2,0,0x02,0x313d,0x686a,0x0018,0xead9
TCP_Camera,142,20,64,6,45739,443,210729,5107,2529,32,90,0,0,0x02,0xd6fe,0x3297,0x0018,0xfc29
TCP_Camera,142,20,64,6,55778,443,211899,5181,2529,32,90,2,0,0x02,0x313e,0x6869,0x0018,0x3496
TCP_Camera,142,20,64,6,45739,443,210819,5107,2529,32,90,0,0,0x02,0xd6ff,0x3296,0x0018,0xf2c7
TCP_Camera,142,20,64,6,55778,443,211989,5181,2529,32,90,2,0,0x02,0x313f,0x6868,0x0018,0x738a
TCP_Camera,142,20,64,6,45739,443,210909,5107,2529,32,90,0,0,0x02,0xd700,0x3295,0x0018,0xa72d
TCP_Camera,60,20,64,6,42037,8443,0,0,5840,40,0,146,0,0x02,0x0693,0xb017,0x0002,0xe215
TCP_Camera,142,20,64,6,55778,443,212079,5181,2529,32,90,2,0,0x02,0x3140,0x6867,0x0018,0x77ef
TCP_Camera,142,20,64,6,45739,443,210999,5107,2529,32,90,0,0,0x02,0xd701,0x3294,0x0018,0x67cc
TCP_Camera,142,20,64,6,55778,443,212169,5181,2529,32,90,2,0,0x02,0x3141,0x6866,0x0018,0x23c7
TCP_Camera,142,20,64,6,45739,443,211089,5107,2529,32,90,0,0,0x02,0xd702,0x3293,0x0018,0xc497
TCP_Camera,142,20,64,6,55778,443,212259,5181,2529,32,90,2,0,0x02,0x3142,0x6865,0x0018,0x5bb3
TCP_Camera,142,20,64,6,45739,443,211179,5107,2529,32,90,0,0,0x02,0xd703,0x3292,0x0018,0xa71e
TCP_Camera,60,20,64,6,42037,8443,0,0,5840,40,0,146,0,0x02,0x0694,0xb016,0x0002,0xdf26
TCP_Camera,142,20,64,6,55778,443,212349,5181,2529,32,90,2,0,0x02,0x3143,0x6864,0x0018,0x7b26
TCP_Camera,142,20,64,6,45739,443,211269,5107,2529,32,90,0,0,0x02,0xd704,0x3291,0x0018,0x5cf2
TCP_Camera,142,20,64,6,55778,443,212439,5181,2529,32,90,2,0,0x02,0x3144,0x6863,0x0018,0xdb1f
TCP_Camera,142,20,64,6,45739,443,211359,5107,2529,32,90,0,0,0x02,0xd705,0x3290,0x0018,0x41d3
TCP_Camera,142,20,64,6,55778,443,212529,5181,2529,32,90,2,0,0x02,0x3145,0x6862,0x0018,0x0f5e
TCP_Camera,142,20,64,6,45739,443,211449,5107,2529,32,90,0,0,0x02,0xd706,0x328f,0x0018,0x95d0
TCP_Camera,142,20,64,6,55778,443,212619,5181,2529,32,90,2,0,0x02,0x3146,0x6861,0x0018,0x315d
TCP_Camera,142,20,64,6,45739,443,211539,5107,2529,32,90,0,0,0x02,0xd707,0x328e,0x0018,0x4127
TCP_Camera,142,20,64,6,55778,443,212709,5181,2529,32,90,2,0,0x02,0x3147,0x6860,0x0018,0x2a7a
TCP_Camera,142,20,64,6,45739,443,211629,5107,2529,32,90,0,0,0x02,0xd708,0x328d,0x0018,0xcbd6
TCP_Camera,60,20,64,6,53544,5104,0,0,5840,40,0,144,0,0x02,0x758c,0x194e,0x0002,0x1051
TCP_Camera,142,20,64,6,55778,443,212799,5181,2529,32,90,2,0,0x02,0x3148,0x685f,0x0018,0x71da
TCP_Camera,142,20,64,6,45739,443,211719,5107,2529,32,90,0,0,0x02,0xd709,0x328c,0x0018,0x120f
TCP_Camera,60,20,64,6,38692,3475,0,0,5840,40,0,145,0,0x02,0x8390,0x3c22,0x0002,0x9693
TCP_Camera,60,20,64,6,42037,8443,0,0,5840,40,0,146,0,0x02,0x0695,0xb015,0x0002,0xd946
TCP_Camera,142,20,64,6,55778,443,212889,5181,2529,32,90,2,0,0x02,0x3149,0x685e,0x0018,0x7cff
TCP_Camera,142,20,64,6,45739,443,211809,5107,2529,32,90,0,0,0x02,0xd70a,0x328b,0x0018,0x556b
TCP_Camera,142,20,64,6,55778,443,212979,5181,2529,32,90,2,0,0x02,0x314a,0x685d,0x0018,0x8a57
TCP_Camera,286,20,64,6,55778,443,213069,5181,2529,32,234,2,0,0x02,0x314b,0x67cc,0x0018,0xf2b0
TCP_Camera,142,20,64,6,45739,443,211899,5107,2529,32,90,0,0,0x02,0xd70b,0x328a,0x0018,0xac07
TCP_Camera,142,20,64,6,55778,443,213303,5181,2529,32,90,2,0,0x02,0x314c,0x685b,0x0018,0x6c6b
TCP_Camera,142,20,64,6,45739,443,211989,5107,2529,32,90,0,0,0x02,0xd70c,0x3289,0x0018,0x4fc5
TCP_Camera,142,20,64,6,55778,443,213393,5181,2529,32,90,2,0,0x02,0x314d,0x685a,0x0018,0x1a6f
TCP_Camera,142,20,64,6,45739,443,212079,5107,2529,32,90,0,0,0x02,0xd70d,0x3288,0x0018,0xdd33
TCP_Camera,142,20,64,6,55778,443,213483,5181,2529,32,90,2,0,0x02,0x314e,0x6859,0x0018,0xd1dd
TCP_Camera,142,20,64,6,45739,443,212169,5107,2529,32,90,0,0,0x02,0xd70e,0x3287,0x0018,0xda7a
TCP_Camera,142,20,64,6,55778,443,213573,5181,2529,32,90,2,0,0x02,0x314f,0x6858,0x0018,0xb733
TCP_Camera,142,20,64,6,45739,443,212259,5107,2529,32,90,0,0,0x02,0xd70f,0x3286,0x0018,0x08e6
TCP_Camera,142,20,64,6,55778,443,213663,5181,2529,32,90,2,0,0x02,0x3150,0x6857,0x0018,0x6022
TCP_Camera,142,20,64,6,45739,443,212349,5107,2529,32,90,0,0,0x02,0xd710,0x3285,0x0018,0xa9ea
TCP_Camera,142,20,64,6,55778,443,213753,5181,2529,32,90,2,0,0x02,0x3151,0x6856,0x0018,0xb3ad
TCP_Camera,142,20,64,6,45739,443,212439,5107,2529,32,90,0,0,0x02,0xd711,0x3284,0x0018,0xb25f
TCP_Camera,142,20,64,6,55778,443,213843,5181,2529,32,90,2,0,0x02,0x3152,0x6855,0x0018,0x7d5a
TCP_Camera,142,20,64,6,45739,443,212529,5107,2529,32,90,0,0,0x02,0xd712,0x3283,0x0018,0x1891
TCP_Camera,142,20,64,6,55778,443,213933,5181,2529,32,90,2,0,0x02,0x3153,0x6854,0x0018,0xb9c1
TCP_Camera,142,20,64,6,45739,443,212619,5107,2529,32,90,0,0,0x02,0xd713,0x3282,0x0018,0x99a8
TCP_Camera,142,20,64,6,55778,443,214023,5181,2529,32,90,2,0,0x02,0x3154,0x6853,0x0018,0xe3a9
TCP_Camera,142,20,64,6,45739,443,212709,5107,2529,32,90,0,0,0x02,0xd714,0x3281,0x0018,0xc995
TCP_Camera,142,20,64,6,55778,443,214113,5181,2529,32,90,2,0,0x02,0x3155,0x6852,0x0018,0xb407
TCP_Camera,60,20,64,6,42037,8443,0,0,5840,40,0,146,0,0x02,0x0696,0xb014,0x0002,0xcd8a
TCP_Camera,142,20,64,6,45739,443,212799,5107,2529,32,90,0,0,0x02,0xd715,0x3280,0x0018,0x494a
TCP_Camera,142,20,64,6,55778,443,214203,5181,2529,32,90,2,0,0x02,0x3156,0x6851,0x0018,0xa3c0
TCP_Camera,286,20,64,6,45739,443,212889,5107,2529,32,234,0,0,0x02,0xd716,0x31ef,0x0018,0x1f31
TCP_Camera,142,20,64,6,45739,443,213123,5107,2529,32,90,0,0,0x02,0xd717,0x327e,0x0018,0x861f
TCP_Camera,142,20,64,6,55778,443,214293,5181,2529,32,90,2,0,0x02,0x3157,0x6850,0x0018,0x4da4
TCP_Camera,142,20,64,6,45739,443,213213,5107,2529,32,90,0,0,0x02,0xd718,0x327d,0x0018,0x7a17
TCP_Camera,142,20,64,6,55778,443,214383,5181,2529,32,90,2,0,0x02,0x3158,0x684f,0x0018,0xb4e8
TCP_Camera,142,20,64,6,45739,443,213303,5107,2529,32,90,0,0,0x02,0xd719,0x327c,0x0018,0x4d77
TCP_Camera,142,20,64,6,55778,443,214473,5181,2529,32,90,2,0,0x02,0x3159,0x684e,0x0018,0x8d48
TCP_Camera,142,20,64,6,45739,443,213393,5107,2529,32,90,0,0,0x02,0xd71a,0x327b,0x0018,0xfb0b
TCP_Camera,142,20,64,6,55778,443,214563,5181,2529,32,90,2,0,0x02,0x315a,0x684d,0x0018,0xc2f0
TCP_Camera,142,20,64,6,45739,443,213483,5107,2529,32,90,0,0,0x02,0xd71b,0x327a,0x0018,0x6b51
TCP_Camera,142,20,64,6,55778,443,214653,5181,2529,32,90,2,0,0x02,0x315b,0x684c,0x0018,0x39c6
TCP_Camera,52,20,64,6,45739,443,213573,5181,2529,32,0,0,0,0x02,0xd71c,0x32d3,0x0010,0x0ccf
TCP_Camera,142,20,64,6,45739,443,213573,5181,2529,32,90,0,0,0x02,0xd71d,0x3278,0x0018,0x928b
TCP_Camera,142,20,64,6,55778,443,214743,5181,2529,32,90,2,0,0x02,0x315c,0x684b,0x0018,0x4710
TCP_Camera,142,20,64,6,45739,443,213663,5181,2529,32,90,0,0,0x02,0xd71e,0x3277,0x0018,0xa44e
TCP_Camera,142,20,64,6,55778,443,214833,5181,2529,32,90,2,0,0x02,0x315d,0x684a,0x0018,0x1d38
TCP_Camera,142,20,64,6,45739,443,213753,5181,2529,32,90,0,0,0x02,0xd71f,0x3276,0x0018,0x1cec
TCP_Camera,142,20,64,6,55778,443,214923,5181,2529,32,90,2,0,0x02,0x315e,0x6849,0x0018,0x68af
TCP_Camera,60,20,64,6,47860,8443,0,0,5840,40,0,147,0,0x02,0x7d0e,0x6b19,0x0002,0x5b1e
TCP_Camera,52,20,64,6,55778,443,215013,5255,2529,32,0,2,0,0x02,0x315f,0x68a2,0x0010,0x2be7
TCP_Camera,142,20,64,6,45739,443,213843,5181,2529,32,90,0,0,0x02,0xd720,0x3275,0x0018,0x1494
TCP_Camera,142,20,64,6,55778,443,215013,5255,2529,32,90,2,0,0x02,0x3160,0x6847,0x0018,0x433d
TCP_Camera,142,20,64,6,45739,443,213933,5181,2529,32,90,0,0,0x02,0xd721,0x3274,0x0018,0x6025
TCP_Camera,142,20,64,6,55778,443,215103,5255,2529,32,90,2,0,0x02,0x3161,0x6846,0x0018,0xde96
TCP_Camera,60,20,64,6,53544,5104,0,0,5840,40,0,144,0,0x02,0x758d,0x194d,0x0002,0xf8d8
TCP_Camera,142,20,64,6,45739,443,214023,5181,2529,32,90,0,0,0x02,0xd722,0x3273,0x0018,0xbf61
TCP_Camera,142,20,64,6,55778,443,215193,5255,2529,32,90,2,0,0x02,0x3162,0x6845,0x0018,0x85b3
TCP_Camera,60,20,64,6,47860,8443,0,0,5840,40,0,147,0,0x02,0x7d0f,0x6b18,0x0002,0x582f
TCP_Camera,60,20,64,6,38692,3475,0,0,5840,40,0,145,0,0x02,0x8391,0x3c21,0x0002,0x7f13
TCP_Camera,142,20,64,6,45739,443,214113,5181,2529,32,90,0,0,0x02,0xd723,0x3272,0x0018,0x8e99
TCP_Camera,142,20,64,6,55778,443,215283,5255,2529,32,90,2,0,0x02,0x3163,0x6844,0x0018,0x638e
TCP_Camera,142,20,64,6,45739,443,214203,5181,2529,32,90,0,0,0x02,0xd724,0x3271,0x0018,0xed55
TCP_Camera,142,20,64,6,55778,443,215373,5255,2529,32,90,2,0,0x02,0x3164,0x6843,0x0018,0x8d47
TCP_Camera,142,20,64,6,45739,443,214293,5181,2529,32,90,0,0,0x02,0xd725,0x3270,0x0018,0xbc7d
TCP_Camera,142,20,64,6,55778,443,215463,5255,2529,32,90,2,0,0x02,0x3165,0x6842,0x0018,0x9faf
TCP_Camera,142,20,64,6,45739,443,214383,5181,2529,32,90,0,0,0x02,0xd726,0x326f,0x0018,0x5ce3
TCP_Camera,142,20,64,6,55778,443,215553,5255,2529,32,90,2,0,0x02,0x3166,0x6841,0x0018,0xcf7d
TCP_Camera,142,20,64,6,45739,443,214473,5181,2529,32,90,0,0,0x02,0xd727,0x326e,0x0018,0xa25a
TCP_Camera,142,20,64,6,55778,443,215643,5255,2529,32,90,2,0,0x02,0x3167,0x6840,0x0018,0x02e9
TCP_Camera,142,20,64,6,45739,443,214563,5181,2529,32,90,0,0,0x02,0xd728,0x326d,0x0018,0x5401
TCP_Camera,60,20,64,6,47860,8443,0,0,5840,40,0,147,0,0x02,0x7d10,0x6b17,0x0002,0x524f
TCP_Camera,142,20,64,6,55778,443,215733,5255,2529,32,90,2,0,0x02,0x3168,0x683f,0x0018,0x5927
TCP_Camera,142,20,64,6,45739,443,214653,5181,2529,32,90,0,0,0x02,0xd729,0x326c,0x0018,0x8afb
TCP_Camera,142,20,64,6,55778,443,215823,5255,2529,32,90,2,0,0x02,0x3169,0x683e,0x0018,0x10ec
TCP_Camera,142,20,64,6,45739,443,214743,5181,2529,32,90,0,0,0x02,0xd72a,0x326b,0x0018,0xa414
TCP_Camera,142,20,64,6,55778,443,215913,5255,2529,32,90,2,0,0x02,0x316a,0x683d,0x0018,0xf276
TCP_Camera,142,20,64,6,45739,443,214833,5181,2529,32,90,0,0,0x02,0xd72b,0x326a,0x0018,0x21e2
TCP_Camera,142,20,64,6,55778,443,216003,5255,2529,32,90,2,0,0x02,0x316b,0x683c,0x0018,0xb6e2
TCP_Camera,142,20,64,6,45739,443,214923,5181,2529,32,90,0,0,0x02,0xd72c,0x3269,0x0018,0x07b0
TCP_Camera,286,20,64,6,55778,443,216093,5255,2529,32,234,2,0,0x02,0x316c,0x67ab,0x0018,0x6959
TCP_Camera,142,20,64,6,55778,443,216327,5255,2529,32,90,2,0,0x02,0x316d,0x683a,0x0018,0xab9b
TCP_Camera,142,20,64,6,45739,443,215013,5181,2529,32,90,0,0,0x02,0xd72d,0x3268,0x0018,0x6d5a
TCP_Camera,142,20,64,6,55778,443,216417,5255,2529,32,90,2,0,0x02,0x316e,0x6839,0x0018,0xd662
TCP_Camera,142,20,64,6,45739,443,215103,5181,2529,32,90,0,0,0x02,0xd72e,0x3267,0x0018,0xe0e0
TCP_Camera,60,20,64,6,42409,8443,0,0,5840,40,0,148,0,0x02,0xe588,0xc11e,0x0002,0xa619
TCP_Camera,142,20,64,6,55778,443,216507,5255,2529,32,90,2,0,0x02,0x316f,0x6838,0x0018,0x6ab2
TCP_Camera,142,20,64,6,45739,443,215193,5181,2529,32,90,0,0,0x02,0xd72f,0x3266,0x0018,0xa364
TCP_Camera,142,20,64,6,55778,443,216597,5255,2529,32,90,2,0,0x02,0x3170,0x6837,0x0018,0x3e27
TCP_Camera,142,20,64,6,45739,443,215283,5181,2529,32,90,0,0,0x02,0xd730,0x3265,0x0018,0x14c0
TCP_Camera,142,20,64,6,55778,443,216687,5255,2529,32,90,2,0,0x02,0x3171,0x6836,0x0018,0xfa40
TCP_Camera,142,20,64,6,45739,443,215373,5181,2529,32,90,0,0,0x02,0xd731,0x3264,0x0018,0x0840
TCP_Camera,60,20,64,6,42409,8443,0,0,5840,40,0,148,0,0x02,0xe589,0xc11d,0x0002,0xa32a
TCP_Camera,142,20,64,6,55778,443,216777,5255,2529,32,90,2,0,0x02,0x3172,0x6835,0x0018,0xd371
TCP_Camera,142,20,64,6,45739,443,215463,5181,2529,32,90,0,0,0x02,0xd732,0x3263,0x0018,0xdbca
TCP_Camera,142,20,64,6,55778,443,216867,5255,2529,32,90,2,0,0x02,0x3173,0x6834,0x0018,0xa9bf
TCP_Camera,142,20,64,6,45739,443,215553,5181,2529,32,90,0,0,0x02,0xd733,0x3262,0x0018,0x838b
TCP_Camera,142,20,64,6,55778,443,216957,5255,2529,32,90,2,0,0x02,0x3174,0x6833,0x0018,0x704b
TCP_Camera,142,20,64,6,45739,443,215643,5181,2529,32,90,0,0,0x02,0xd734,0x3261,0x0018,0xa7af
TCP_Camera,142,20,64,6,55778,443,217047,5255,2529,32,90,2,0,0x02,0x3175,0x6832,0x0018,0xf613
TCP_Camera,142,20,64,6,45739,443,215733,5181,2529,32,90,0,0,0x02,0xd735,0x3260,0x0018,0x5e42
TCP_Camera,142,20,64,6,55778,443,217137,5255,2529,32,90,2,0,0x02,0x3176,0x6831,0x0018,0x593e
TCP_Camera,142,20,64,6,45739,443,215823,5181,2529,32,90,0,0,0x02,0xd736,0x325f,0x0018,0x6910
TCP_Camera,60,20,64,6,56789,8443,0,0,5840,40,0,149,0,0x02,0x7179,0x5c20,0x0002,0x115b
